Company_Brand,Sector,Stage,HeadQuarter,What it does,Amount($),Founded,Founders,Investor,Top_Stage,Location
MetaMerphoSys,Insurance technology,pre series a,Pune,Digital insurance platform for businesses,3000000.0,2016.0,"Amit Naik, Kewal Vargante",Good Capital,pre series a,Pune
Rooter,Gaming,pre series a,Delhi,Live sports engagement platform,1700000.0,2016.0,"Piyush, Dipesh Agarwal","Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",pre series a,Delhi
Pratilipi,Media,series c,Bangalore,A digital platform that connects readers and writers in various languages,9400000.0,2014.0,"Ranjeet Pratap Singh, Sankaranarayanan Devarajan, Sahradayi Modi, Rahul Ranjan, Prashant Gupta",Tencent,series c,Bangalore
Classplus,Edtech,series b,Delhi,"It provides mobile-first software for coaching institutes, tuition centres and private tutors",8200000.0,2008.0,"Mukul Rustagi, Bhaswat Agarwal",RTP Global,series b,Delhi
MYSUN,Tech,pre series a,Delhi,Platform for rooftop solar energy solutions,4257000.0,2015.0,"Gagan Vermani, Divyanshu Sachdev, Gyan Prakash Tiwari",Undisclosed,pre series a,Delhi
Convosight,Data Analytics,pre series a,Hyderabad,It helps business gain insights from its community on Facebook groups,4000000.0,2019.0,"Tarun Dhamija, Kartik Bansal","IvyCap Ventures, Sequoia Capital",pre series a,Hyderabad
Bira91,Beverage,series c,Bangalore,Craft beer maker,20000000.0,2015.0,Ankur Jain,"Sequoia Capital, Sofina",series c,Bangalore
Finaureus Technologies,Fintech,pre series a,Pune,Provides investment management solutions,3000000.0,2017.0,"Arindam Ghosh, U R Bhatt",Pinetree Capital,pre series a,Pune
Guvi Geek Network Pvt Ltd,Edtech,pre series a,Chennai,Operates vernacular-language based education,786000.0,2014.0,"SP Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund,pre series a,Chennai
LoadShare,Logistics,series b,Bangalore,Provides technology based solutions to SMEs in logistics,2004000.0,2017.0,"Raghuram Talluri, Tanmoy Karmakar, Rakib Ahmed",CDC Group,series b,Bangalore
Spintly,IoT,pre series a,Goa,It is a wireless cloud-based access control system,248000.0,2017.0,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks,pre series a,Goa
Pariksha,Edtech,pre series a,Pune,Platform for vernacular test-preparation,3000000.0,2015.0,"Karanvir Singh, Utkarsh Bagri, Vikram Shekhawat, Deepak Choudhary","INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",pre series a,Pune
Aavenir,SaaS,Seed,Ahmedabad,Source-to-Pay Software,2000000.0,2019.0,Ashish Bhandari,Accel,Seed,Ahmedabad
BankBazaar,Fintech,series d,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,3800000.0,2008.0,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden SKT Venture Fund",series d,Chennai
Porter,Logistics,series d,Mumbai,Logistics and fleet management,18370000.0,2014.0,"Pranav Goel, Uttam Digga",Lightstone Global Funds,series d,Mumbai
Capital Float,Fintech,series f,Bangalore,Online platform that provides working capital finance to SMEs,4800000.0,2013.0,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja",Other,Bangalore
Swiggy,Foodtech,series a,Bangalore,Platform to order food online from restaurants and getting it delievered,43000000.0,2014.0,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",series a,Bangalore
Fingpay,Fintech,series a,Mumbai,Provides payment solutions,3500000.0,2016.0,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures,series a,Mumbai
Recko,SaaS,series a,Bangalore,The platform enables AI-powered reconciliation of digital transactions,6000000.0,2017.0,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,series a,Bangalore
MedGenome,Healthtech,series d,Bangalore,Genetic diagnostic testing company,55000000.0,2013.0,Sam Santhosh,LeapFrog Investments,series d,Bangalore
Samadhan,Insurance,Seed,Delhi,They help find solutions to insurance related issues,3000000.0,2018.0,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,Seed,Delhi
CureFit,Health and Fitness,series d,Bangalore,"Integrated platform for food, fitness and meditation.",115000000.0,2016.0,"Mukesh Bansal, Ankit Nagori",Temasek,series d,Bangalore
Imstrong,Fitness,Seed,Bangalore,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,400000.0,2019.0,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,Seed,Bangalore
Rupifi,Fintech,pre seed round,Bangalore,Offers financial products for SMEs,3000000.0,2020.0,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",Other,Bangalore
Zealthy,Healthtech,Seed,Bangalore,"It connects women to healthproviders for specialities like infertility, maternity etc.,",3000000.0,2019.0,"Rishi Malhotra, Akhil Gupta","KYT Ventures, First Cheque, AngelList",Seed,Bangalore
Shadez,Interior & decor,Seed,Mumbai,Paint Company,100000.0,2018.0,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,Seed,Mumbai
Stanplus,Healthtech,pre series a,Hyderabad,Ambulance service,1500000.0,2016.0,Prabhdeep Singh,Pegasus FinInvest,pre series a,Hyderabad
Peel Works,SaaS,"series c, d",Mumbai,E-commerce for corner/retail stores.,3000000.0,2010.0,"Sachin Chhabra, Nidhi Ramachandran",CESC Ventures,Other,Mumbai
CoreStack,Technology,series a,Chennai,Enterprise cloud governance technology startup,8500000.0,2016.0,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar NB",Naya Ventures,series a,Chennai
Vivriti Capital,Fintech,series b,Chennai,Digital lending startup,50000000.0,2017.0,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada,series b,Chennai
ZunRoof,Cleantech,series a,Gurugram,"It specialises in solar rooftop design, installation, and management using technology",3000000.0,2016.0,"Pranesh Chaudhary, Sushant Sachan",Godrej Investments,series a,Gurugram
Epigamia,FMCG,series c,Mumbai,Flavoured and greek yoghurt brand,3000000.0,2015.0,Rohan Mirchandani,KA Enterprise,series c,Mumbai
F5,E-market,Seed,Delhi,Retail Aggregator,3000000.0,2018.0,"Raghav Arora, Lalit Kumar Aggarwal",LetsVenture investors,Seed,Delhi
Strata,Proptech,Seed,Bangalore,Real estate investment platform,1500000.0,2019.0,"Sudarshan Lodha, Priyanka Rathore","SAIF Partners, Mayfield India",Seed,Bangalore
Tricog,Healthtech,series b,Bangalore,Provides virtual cardiology services through its AI-powered healthcare platforms,10500000.0,2015.0,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",series b,Bangalore
Trell,Social e-commerce,pre series a,Bangalore,Allows users to share their travel experiences,4000000.0,2016.0,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’s Surge, Fosun RZ",pre series a,Bangalore
Chqbook,Fintech,series a,Gurugram,"Marketplace for small business owners, offering them products around lending, credit cards etc",5000000.0,2017.0,"Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,series a,Gurugram
SMEcorner,Fintech,series b,Mumbai,Financial lending firm to SMEs,30000000.0,2014.0,"Bhatia, Sneha Shah",Paragon Partners,series b,Mumbai
Spinny,E-tail,series b,Haryana,Used car retailing platform,43700000.0,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",series b,Haryana
Vogo,Automotive,series c,Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,20000000.0,2016.0,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,series c,Bangalore
Josh Talks,Media,pre series a,Haryana,Community of young individuals providing a platform to showcase their stories,1500000.0,2015.0,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,pre series a,Haryana
AjnaLens,Deeptech,pre series a,Thane,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence",1500000.0,2014.0,"Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",pre series a,Thane
Pepper,Content Marktplace,Seed,Mumbai,End to end content creation platform,306900.0,2017.0,Anirudh Singla and Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",Seed,Mumbai
iMerit,IT,series b,Kolkata,Turns information into data that is usable for machine learning processes,20000000.0,2012.0,Radha Basu,CDC Group Plc,series b,Kolkata
BharatPe,Fintech,series c,Delhi,Digital payments platform,75000000.0,2018.0,Ashneer Grover,Ribbit Capital,series c,Delhi
Go Desi,Foodtech,Seed,Delhi,Provides traditional delicacies,627300.0,2018.0,Vinay Kothari,Rukam Capital,Seed,Delhi
Swiggy,Foodtech,series a,Bangalore,Platform to order food online from restaurants and getting it delievered,113000000.0,2014.0,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,series a,Bangalore
Whatfix,SaaS,series c,Banglore,"Digital adoption platform that helps companies provide intuitive onboarding, training and support",32000000.0,2014.0,"Khadim Batti, Vara Kumar",Sequoia Capital India,series c,Banglore
Unacademy,Edtech,series e,Bangalore,Platform that offers online education in India,110000000.0,2010.0,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",Other,Bangalore
Yolo,Transport,Seed,Gurugram,Intercity transportation,600000.0,2019.0,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,Seed,Gurugram
MaxWholesale,Ecommerce,series a,Delhi,B2B ecommerce platform for kirana stores,3000000.0,2016.0,Samarth Agrawal,"IAN Fund-I,  Al Falaj Investment Company (AFI)",series a,Delhi
Shuttl,Transport,series c,Delhi,App based bus aggregator serice,7975700.0,2015.0,"Amit Singh, Deepanshu Malviya",SIG Global India Fund,series c,Delhi
CodingNinjas,Edtech,series a,Delhi,Online learning platform,5200000.0,2016.0,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,series a,Delhi
Furlenco,Ecommerce,series c,Bangalore,Furniture rental startup,2200000.0,2011.0,Ajith Mohan Karimpana,Chowdry Associates,series c,Bangalore
Pepperfry,E-market,series f,Mumbai,Online home furniture marketplace,40000000.0,2013.0,"Ambareesh Murty, Ashish Shah",Pidilite Industries,Other,Mumbai
FirstCry,E-market,series e,Pune,Baby products marketplace,296000000.0,2010.0,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund,Other,Pune
Waycool,Agritech,series c,Chennai,Food development and distribution services,32000000.0,2015.0,Karthick Jayraman and Sanjay Dasari,LightBox Ventures,series c,Chennai
SuperMoney,Fintech,pre series a,Mumbai,Provides financial tools for effective business making,1000000.0,2018.0,Nikhil Banerjee,Unitus Ventures.,pre series a,Mumbai
Entri,Edtech,Seed,Kochi,It is a app that provides different types of learning content in local languages,1400000.0,2017.0,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,Seed,Kochi
Doubtnut,Edtech,series a,Gurugram,Multi-lingual digital solutions platform for students,15000000.0,2017.0,"Tanushri Nagori, Aditya Shankar",Tencent,series a,Gurugram
Kisan Network,Agritech,Seed,Gurugram,Integrated supply chain for farmers to sell their produce directly to buyers,3000000.0,2015.0,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,Seed,Gurugram
Vogo,Automotive,series c,Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,35000000.0,2016.0,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,series c,Bangalore
Yolo,Transport,Seed,Gurugram,Intercity transportation startup,600000.0,2019.0,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,Seed,Gurugram
WizKlub,Edtech,Seed,Bangalore,Helps students solve problems at complex level,982530.0,2018.0,Amit Bansal,Incubate Fund India,Seed,Bangalore
Interviewbit,Edtech,series a,Pune,Platform that provides coding and interview preparation course by industry professionals from tech companies,200000000.0,2014.0,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",series a,Pune
Bizongo,Marketplace,series c,Mumbai,A B2B marketplace for packaging materials,30000000.0,2015.0,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,series c,Mumbai
AppsFlyer,SaaS,series d,Bangalore,Mobile marketing analytics and attribution platform,210000000.0,2011.0,"Oren Kaniel, Reshef Mann",General Atlantic,series d,Bangalore
Livspace,Interior Design,series d,Bangalore,It offers end-to-end home design experience for homeowners and home designers,60000000.0,2014.0,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",series d,Bangalore
Samosa Singh,Food,series a,Bangalore,Offers hygienic Indian Snacks,2700000.0,2016.0,"Shikhar Veer Singh, Nidhi Singh",She Capital,series a,Bangalore
Eupheus Learning,Edtech,series a,New Delhi,"Provides technology-led, subscription-based learning solutions to schools",4300000.0,2017.0,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,series a,New Delhi
Bounce,Automotive and Rentals,series d,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,105000000.0,2014.0,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",series d,Bangalore
Goodmylk,Dairy,Seed,Bangalore,Provides Vegan dairy products,400000.0,2017.0,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",Seed,Bangalore
Zoomcar,Transport & Rentals,series d,Bangalore,A car rental service platform,30000000.0,2013.0,"Greg Moran, David Back",Sony Innovation Fund,series d,Bangalore
Mera Cashier,Fintech,Seed,Noida,App meant for small and micro businessmen to manage their transactions digitally,250000.0,2019.0,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",Seed,Noida
Bounce,Automotive and Rentals,series d,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,97500000.0,2014.0,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",series d,Bangalore
Zinier,Automation,series c,Bangalore,Provides intelligent field service automation,90000000.0,2015.0,Arka Dhar,ICONIQ Capital,series c,Bangalore
ProEves,Preschool Daycare,Seed,Delhi,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",507000.0,2016.0,"Divya Agarwal, Ketika Kapoor",1Crowd,Seed,Delhi
Ninjacart,B2B Agritech,series c,Bangalore,Online grocery delivery platform,10000000.0,2015.0,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",series c,Bangalore
Wysh,E-connect,series a,Hyderabad,Celebrity engagement and wishing platform,2000000.0,2019.0,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,series a,Hyderabad
Keito,AI,Seed,Pune,Enterprise productivity startup,160000.0,2016.0,Amal PS,Suma Soft Pvt Ltd,Seed,Pune
HighRadius,SaaS,series b,Hyderabad,"An AI-based platform, to automate accounts receivables and treasury processes.",125000000.0,2016.0,Sashi Narahari,ICONIQ Capital,series b,Hyderabad
Rivigo,Logistics,series f,Gurugram,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",3400000.0,2014.0,"Deepak Garg, Gazal Kalra",Trifecta Capital,Other,Gurugram
BuildPan,SaaS,Seed,Indore,"It helps developers to test, integrate and deploy apps",3000000.0,2019.0,"Sonal Khandelwal, Vaibhav Tiwari","HNIs in India, Japan, and the US",Seed,Indore
FarmERP,Agritech,series a,Pune,Smart agriculture management ERP software platform,3000000.0,2001.0,"Santosh Shinde, Sanjay Borkar",TechnoGen,series a,Pune
GoMechanic,Automobile Technology,series b,Delhi,Find automobile repair and maintenance service providers,14700000.0,2016.0,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",series b,Delhi
Fashor,Fashion,pre series a,Chennai,Women’s fashion and apparel,1000000.0,2017.0,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,pre series a,Chennai
Shuttl,Transport,series c,Delhi,App based bus aggregator serice,8043000.0,2015.0,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,series c,Delhi
Pando,Logitech,series a,Chennai,Networked logistics management software,9000000.0,2017.0,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,series a,Chennai
Unbox Robotics,AI startup,pre-series a,Bangalore,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.",1200000.0,2019.0,"Pramod Ghadge, Shahid Memon","BEENEXT, Entrepreneur First",pre-series a,Bangalore
Lead School,EdTech,series d,Mumbai,LEAD School offers technology based school transformation system that assures excellent learning for every child.,30000000.0,2012.0,"Smita Deorah, Sumeet Mehta","GSV Ventures, Westbridge Capital",series d,Mumbai
